embeddings	type	entity	entity_normalized	entity_normalized_clean	wikidata_qid
9412,9413	LOC	Cabo Rojo	Cabo Rojo	Cabo Rojo	
9430	MISC	Asamblea	Asamblea	Asamblea	
9436	LOC	Caguas	Caguas	Caguas	
9549	LOC	Lincon	Lincoln	Lincoln	
9585,9586,9587	PER	Storrer de Lago	Storrer de Lago	Storrer de Lago	
9598	PER	Cenovena	Cenovena	Genoveva	
9604	LOC	Barranquitas	Barranquitas	Barranquitas	
9615,9616,9617	PER	Arias de belvado	Arias de belvado	Arias de belvado	
9625	PER	Emilia	Emilia	Emilia	
9647,9648,9649,9650	ORG	Sociedad Prolectora de Mendigos	Sociedad Prolectora de Mendigos	Sociedad Prolectora de Mendigos	
9657,9658	LOC	San Juan	San Juan	San Juan	
9675,9676	PER	amparo pernandez	Amparo Fernandez Náter	Amparo Fernandez Náter	
9679,9680,9681,9682	PER	Angelita C. de Mro	Angelita C. de Mro	Angelita C. de Miró	
9687,9688,9689	PER	infante de Ribbor	infante de Ribbor	infante de Ribbor	
9713,9714	ORG	Revista Feminina	Revista Femenina	Revista Femenina	
9717,9718,9719,9720	LOC	San Pablo Brasil Retención	San Pablo Brasil Retención	San Pablo Brasil Retención	
9723,9724	LOC	Valencia Espena	Valencia	Valencia	
9727,9728,9729,9730	ORG	La Francaise de Paris	La Francaise de Paris	La Francaise de Paris	
9740,9741	MISC	Ola Femenina	Ola Femenina	Ola Femenina	
9750	MISC	Wison	Wison	Wison	
9756	LOC	Anérica	América	América	
9765	ORG	Europa	Europa	Europa	
9776	LOC	América	América	América	
9787,9788,9789	ORG	Ayuntamiento de Madrid	Ayuntamiento de Madrid	Ayuntamiento de Madrid	
9793,9794,9795,9796	MISC	HERALDO DE LA MUJER	Heraldo de la Mujer	Heraldo de la Mujer	
9816	PER	Dios	Dios	Dios	Q190
9826	PER	Dios	Dios	Dios	Q190
9975,9976	MISC	SEn ABRECTO	SEn ABRECTO	SEn ABRECTO	
10111	MISC	Cine	Cine	Cine	
10161,10162	LOC	San Juan	San Juan	San Juan	
10174	LOC	Moron	Moron	Moron	
10196	ORG	Legislatura	Legislatura	Legislatura	
10203	PER	Adano	Adano	Adano	
10224	MISC	PLANCHADO	PLANCHADO	Planchado	
10229	ORG	Legislatura	Legislatura	Legislatura	
10425,10426	LOC	puerto Rico	Puerto Rico	Puerto Rico	
10503	MISC	Alburo	Alburo	Alburo	
10563,10564	ORG	la Mujer	La Mujer Moderna	La Mujer Moderna	
10571,10572,10573,10574	ORG	Heraldo de la Mujer	Heraldo de la Mujer	Heraldo de la Mujer	
10576,10577	ORG	Picturial Reviem	Pictorial Review	Pictorial Review	
10588	ORG	UNIDOS	Estados Unidos	Estados Unidos	
10592	MISC	Redacción	DE LA REDACCIÓN	De la Redacción	
10604,10605,10606	ORG	Ayuntamiento de Madrid	Ayuntamiento de Madrid	Ayuntamiento de Madrid	
10638	PER	Humada	Humada	Humada	
10640,10641,10642	PER	P. R. Nocarcanos	P. R. Nocarcanos	P. R. Nocarcanos	
10646,10647	MISC	UNIALEL PANINO	UNIALEL PANINO	Unialel Panino	
10655,10656,10657	PER	CARMELA EULATE SANIURIO.	Carmela Eulate Sanjurjo	Carmela Eulate Sanjurjo	Q50672228
10661,10662	PER	SANTURJO VIDAL	Sanjurjo Vidal	Albert Sanjurjo Vidal	Q125687236
10665,10666	LOC	San Juan	San Juan	San Juan	
10685	MISC	DE	de	de	
10688	LOC	Humaca	Humaca	Humaca	
10690,10691	LOC	P. R.	Puerto Rico	Puerto Rico	
10693	PER	CLASESE	CLASESE	Clasese	
10695	PER	Marqués	Marqués	Marqués	
10697	PER	Marquesa	Marquesa	Marquesa	
10699,10700,10701,10702,10703	MISC	La Mujer en el Arte	La Mujer en el Arte	La Mujer en el Arte	
10705,10706	MISC	DIO UNIEL	DIO UNIEL	Dio Uniel	
10711	PER	CUINDULAIN	CUINDULAIN	Cuindulain	
10713,10714	PER	Atanasio Cuadra	Atanasio Cuadra	Atanasio Cuadra	
10715,10716	LOC	S. Mumacao	S. Mumacao	S. Mumacao	
10718,10719	LOC	P. R.	Puerto Rico	Puerto Rico	
10721	MISC	Nitidez	Nitidez	Nitidez	
10756	MISC	Aritmética	Aritmética	Aritmética	
10758	MISC	Algebra	Algebra	Algebra	
10760,10761,10762,10763	ORG	HERALDO DE LA MUJER	Heraldo de la Mujer	Heraldo de la Mujer	
10767	MISC	CoSan	CoSan	CoSan	
10768	LOC	Francisco	San Francisco	San Francisco	
10772,10773	LOC	San Justo	San Justo	San Justo	
10791,10792	MISC	Corte Moderno	Corte Moderno	Corte Moderno	
10800	LOC	China	China	China	
10803	MISC	Georgete	Georgette	Georgette	
10839,10840,10841	ORG	Ayuntamiento de Madrid	Ayuntamiento de Madrid	Ayuntamiento de Madrid	
10976,10977,10978	ORG	ALEZ PADIN CO.	ALEZ PADIN CO.	Alez Padin Co.	
10980,10981	LOC	San Juan	San Juan	San Juan	
10986,10987,10988	ORG	Ayuntamiento de Madrid	Ayuntamiento de Madrid	Ayuntamiento de Madrid	
10990,10991,10992,10993	ORG	HERALDO DE LA MUJER	Heraldo de la Mujer	Heraldo de la Mujer	
11009,11010,11011	MISC	Pomada Cutánea BELITA	Pomada Cutánea FELITA	Pomada Cutánea FELITA	
11091,11092	MISC	Ruenas CRENAS	Ruenas CRENAS	Ruenas CRENAS	
11129,11130	MISC	Pomada RELITA	Pomada ZELITA	Pomada ZELITA	
11134,11135,11136,11137	ORG	Juana Diaz Drug Co.	Juana Díaz Drug Co.	Juana Díaz Drug Co.	
11138,11139	PER	Juana Diaz	Juana Díaz	Juana Díaz	Q50019258
11141,11142	LOC	Puerto Rico	Puerto Rico	Puerto Rico	
11159,11160	ORG	AMERICAN PHARMACY	AMERICAN PHARMACY	American Pharmacy	
11162,11163,11164	LOC	NOYA HERNANDEZ ST	NOYA HERNANDEZ ST . HUMACAO	Noya Hernandez St. Humacao	
11214	PER	BENITEZ	BENITEZ	Benitez	
11222	LOC	Madrid	Madrid	Madrid	
11224	ORG	Ua	Ua	Ua	
11236,11237,11238	MISC	LEPARA HIN FORFORAL	LEPARA HIN FORFORAL	Lepara Hin Forforal	
11242,11243,11244	MISC	Royal Baking Pouder	Royal Baking Powder	Royal Baking Powder	
11287,11288,11289,11290	MISC	ENUELTO CON JALEA Tusto	ENUELTO CON JALEA Tusto	ENUELTO CON JALEA Tusto	
11303	MISC	E	E	E	
11304,11305,11306	MISC	RONAL BARIN PONDER	Royal Baking Powder	Royal Baking Powder	
11413,11414,11415,11416,11417,11418	MISC	Manual Roval del Panadero y Pastellero	Manual Royal del Panadero y Pastelero	Manual Royal del Panadero y Pastelero	
11444	ORG	Ua	Ua	Ua	
11453	MISC	Royal	Royal	Royal	
11471,11472,11473,11474	ORG	ROYAL BARING PONDER CO	Royal Baking Powder	Royal Baking Powder	
11477,11478	LOC	New York	Nueva York	Nueva York	
11480,11481,11482,11483	LOC	U . S. A	Estados Unidos	Estados Unidos	
11491,11492,11493	ORG	Ayuntamiento de Madrid	Ayuntamiento de Madrid	Ayuntamiento de Madrid	
11495,11496,11497,11498	ORG	HERALDO DE LA MUJER	Heraldo de la Mujer	Heraldo de la Mujer	
11511,11512,11513	ORG	Revista Quincenal Bilingue	Revista Quincenal Bilingue	Revista Quincenal Bilingue	
11515,11516,11517,11518,11519,11520,11521	ORG	Defensora de los Derechos de la Mujer	Defensora de los Derechos de la Mujer	Revista Mensual Defensora de los Derechos de la Mujer	
11527,11528,11529,11530,11531	ORG	ALIANZA FEMENINA LATINO . -AMERICANA	ALIANZA FEMENINA LATINO . -AMERICANA	Alianza Femenina Latino-Americana	
11537,11538,11539,11540	PER	Ana Roqué de Duprey	Ana Roqué de Duprey	Ana Roque de Duprey	Q4750492
11543	ORG	Ensis	Ensis	Ensis	
11545,11546,11547	PER	Geralaine Mana Proscher	Geralaine Mana Froscher	Geraldine Maud Froscher	
11603	LOC	Humaca	Humaca	Humaca	
11624,11625,11626	PER	Cambucha de Sanchidrián	Cambucha de Sanchidrián	Cambucha de Sanchidrián	
11630,11631,11632	MISC	de la Mujer	DE LA MUJER	Heraldo de la Mujer	
11638,11639	PER	Miguel quera	Miguel Guerra	Miguel Guerra	
11644	PER	Chopia	Chopin	Frédéric Chopin	Q1268
11647	PER	Salvador	Salvador	Salvador	
11658,11659,11660	MISC	Cariamenes del ateno	Cariamenes del ateno	Cariamenes del ateno	
11663,11664	PER	José Levendo	José Levendo	José Levendo	
11674,11675,11676	PER	Geraluine Mana Froscher	Geralaine Mana Froscher	Geraldine Maud Froscher	
11682,11683	PER	Miguel Guerra	Miguel Guerra	Miguel Guerra	
11701	PER	Babusta	Babusta	Babusta	
11714	LOC	Américas	América	América	
11717	MISC	Social	Social	Social	
11719	MISC	plumaros	plumaros	plumaros	
11724,11725	MISC	La Redacción	DE LA REDACCIÓN	De la Redacción	
11729	MISC	Redacción	DE LA REDACCIÓN	De la Redacción	
11732,11733	PER	Carmela Eulate	Carmela Eulate	Carmela Eulate Sanjurjo	Q50672228
11740	MISC	Caribepiego	Caribe	Caribe	
11746,11747	PER	Ana Roque	Ana Roqué de Duprey	Ana Roque de Duprey	Q4750492
11749	MISC	pupre	pupre	pupre	
11752,11753	PER	Ana Roque	Ana Roqué de Duprey	Ana Roque de Duprey	Q4750492
11758,11759,11760	ORG	Ayuntamiento de Madrid	Ayuntamiento de Madrid	Ayuntamiento de Madrid	
11766,11767,11768,11769	MISC	HERALDO DE LA MUJER	Heraldo de la Mujer	Heraldo de la Mujer	
11778,11779,11780	PER	Cambucha de Sanchidrión	Cambucha de Sanchidrián	Cambucha de Sanchidrián	
11787	LOC	Caguas	Caguas	Caguas	
11791,11792,11793	ORG	Alianza Femenina Latino-Americana	Alianza Femenina Latino-Americana	Alianza Femenina Latino-Americana	
11815,11816	PER	Santos Sanchidrián	Santos Sanchidrián	Santos Sanchidrián	
11820,11821,11822	PER	Seraio Cuevas equeira	Seraio Cuevas equeira	Sergio Cuevas Equeira	
11840,11841,11842,11843	ORG	Universidad de la Habana	Universidad	Universidad	
11863,11864	LOC	Puerto Rico	Puerto Rico	Puerto Rico	
11876	PER	Cespedes	Cespedes	Carlos Manuel de Céspedes del Castillo	
11878	PER	Martí	Martí	Martí	
11888	MISC	De	de	de	
11912,11913	LOC	San Juan	San Juan	San Juan	
11920,11921	LOC	Río Piedras	Río Piedras	Río Piedras	
11927,11928,11929,11930	PER	Ana Roqué de Duprey	Ana Roqué de Duprey	Ana Roque de Duprey	Q4750492
11964,11965,11966	MISC	Sección de Correspondencia	Sección de Correspondencia	Sección de Correspondencia	
11979	LOC	Juan	Juan	Juan	
11981	LOC	Santurce	Santurce	Santurce	
11984	LOC	Yauco	Yauco	Yauco	
11987	LOC	Aguadilla	Aguadilla	Aguadilla	
12005,12006,12007	ORG	Ayuntamiento de Madrid	Ayuntamiento de Madrid	Ayuntamiento de Madrid	
12009,12010,12011,12012	ORG	HERALDO DE LA MUJER	Heraldo de la Mujer	Heraldo de la Mujer	
12015,12016,12017,12018	ORG	HERALDO DE LA MUJER	Heraldo de la Mujer	Heraldo de la Mujer	
12037,12038	LOC	San JuanHa	San Juan	San Juan	
12129	LOC	Nore	Nore	Nore	
12239	MISC	Lesislatura	Legislatura	Legislatura	
12277	MISC	Legalaura	Legalaura	Legalaura	
12612,12613	PER	MIGUEL GUERRA	Miguel Guerra	Miguel Guerra	
12619,12620	PER	Miguel Guea	Miguel Guerra	Miguel Guerra	
12632	MISC	Legalaura	Legalaura	Legalaura	
12634,12635	LOC	Puerto mio	Puerto Rico	Puerto Rico	
12687,12688,12689	ORG	Ayuntamiento de Madrid	Ayuntamiento de Madrid	Ayuntamiento de Madrid	
12691,12692,12693,12694	ORG	HERALDO DE LA MUJER.	Heraldo de la Mujer	Heraldo de la Mujer	
12698	ORG	Legislatura	Legislatura	Legislatura	
12704	MISC	Semador	Semador	Semador	
12709	ORG	Conte	Conte	Conte	
12738	LOC	Wasineron	Wasineron	Wasineron	
12768,12769	LOC	Puerto Rico	Puerto Rico	Puerto Rico	
12790,12791	LOC	puerto pios	Puerto Rico	Puerto Rico	
12795	MISC	Manuicia	Manuicia	Manuicia	
12827	PER	Poindenter	Poindenter	Poindenter	
12836	PER	Gardener	Gardener	Gardener	Q27898524
12842,12843,12844,12845,12846,12847	MISC	Acta del Gobierno de Puerto Rico	Acta del Gobierno de Puerto Rico	Acta del Gobierno de Puerto Rico	
12883,12884	LOC	Estados Unidos	Estados Unidos	Estados Unidos	
12916,12917,12918,12919	ORG	Lesilatura de Puerto Rico	Legislatura de Puerto Rico	Legislatura de Puerto Rico	
12939,12940	LOC	Estados Unidos	Estados Unidos	Estados Unidos	
12942,12943	LOC	puerto Rico	Puerto Rico	Puerto Rico	
12960,12961,12962,12963	ORG	Legislatura de Puerto Rico	Legislatura de Puerto Rico	Legislatura de Puerto Rico	
12968,12969	PER	Miles Poindexter	Miles Poindexter	Miles Poindexter	Q1934657
12981	PER	Senador	Senado	Senado	
12983	ORG	Congreso	Congreso	Congreso	
13003	ORG	Legilatura	Legislatura	Legislatura	
13005,13006	LOC	puerto meo	Puerto Rico	Puerto Rico	
13039	LOC	america	América	América	
13074,13075,13076	PER	Carmela Eulate Sanurío	Carmela Eulate Sanjurjo	Carmela Eulate Sanjurjo	Q50672228
13082	MISC	CHOEIN	CHOEIN	Choein	
13151	PER	Lora	Lora	Lora	
13273	PER	Canin	Canin	Canin	
13324	LOC	París	París	París	
13351	LOC	prancia	Francia	Francia	
13353	LOC	Polonia	Polonia	Polonia	
13375	PER	Mimetievial	Mimetievial	Mimetievial	
13383,13384,13385	ORG	Ayuntamiento de Madrid	Ayuntamiento de Madrid	Ayuntamiento de Madrid	
13387,13388,13389,13390	ORG	HERALDO DE LA MUJER.	Heraldo de la Mujer	Heraldo de la Mujer	
13392	PER	chonin	chonin	chonin	
13412	LOC	París	París	París	
13438	LOC	Varopia	Varopia	Varopia	
13466	PER	muopin	Chopin	Frédéric Chopin	Q1268
13740,13741	PER	María Wozonsta	María Wozonsta	María Wozonsta	
13756,13757	PER	antonio Rodronsea	antonio Rodronsea	antonio Rodronsea	
13772	PER	María	María	Virgen María	Q345
13846	PER	María	María	Virgen María	Q345
13898	PER	María	María	Virgen María	Q345
13943	PER	María	María	Virgen María	Q345
13992	PER	chopin	Chopin	Frédéric Chopin	Q1268
14008	PER	Antonique	Antonique	Antonique	
14064	PER	chonin	chonin	chonin	
14077	PER	María	María	Virgen María	Q345
14131,14132,14133	ORG	Ayuntamiento de Madrid	Ayuntamiento de Madrid	Ayuntamiento de Madrid	
14136	MISC	Busto	Busto	Busto	
14137,14138	PER	de Bronce	de Bronce	de Bronce	
14189	LOC	Toledo	Toledo	Toledo	
14247,14248,14249	PER	BEGO ICENTE FEJER	BEGO ICENTE FEJER	Bego Icente Fejer	
14397	PER	Dios	Dios	Dios	Q190
14476,14477,14478	ORG	Ayuntamiento de Madrid	Ayuntamiento de Madrid	Ayuntamiento de Madrid	
14480,14481,14482,14483	MISC	HERALDO DE LA MUJER	Heraldo de la Mujer	Heraldo de la Mujer	
14486,14487,14488,14489	MISC	HERALDO DE LA MUJER	Heraldo de la Mujer	Heraldo de la Mujer	
14492,14493	MISC	PRIMER AMOR	PRIMER AMOR	Primer Amor	
14495	PER	CHOPIN	Chopin	Frédéric Chopin	Q1268
14594,14595,14596,14597	MISC	LOS CERTAMENES DEL ATENEO	Certamen del Ateneo	Certamen del Ateneo	
14605	MISC	Centroramario	Centroramario	Centroramario	
14616	MISC	Novela	Novela	Novela	
14688	ORG	Ateneos	Ateneo	Ateneo	
14712	MISC	Ciencias	Ciencia	Ciencia	
14936	MISC	FloAque	FloAque	FloAque	
15047,15048	LOC	Puerto Rico	Puerto Rico	Puerto Rico	
15151	MISC	Belleza	Belleza	Belleza	
15221	LOC	Madrid	Madrid	Madrid	
15223,15224,15225,15226	ORG	HERALDO DE LA MUJER	Heraldo de la Mujer	Heraldo de la Mujer	
15523	PER	JOSE	José	José de Nazaret	Q128267
15525,15526	MISC	LETENDA PUERTORRIOUENA	LETENDA PUERTORRIOUENA	Letenda Puertorriouena	
15534	PER	Don	Don	Don	
15596	PER	Aurora	Aurora	Aurora	
15598	PER	Belén	Belén	Belén	
15635	LOC	veasana	veasana	veasana	
15672	PER	Pepe	Pepe	Pepe	
15680	PER	Belen	Belén	Belén	
15725	PER	María	María	Virgen María	Q345
15764	PER	Belen	Belén	Belén	
15827	PER	Sepastian	Sepastian	Sebastian	
15840,15841,15842,15843	PER	Ana Roqué de Duprey	Ana Roqué de Duprey	Ana Roque de Duprey	Q4750492
15890	MISC	marAyuntamiento	marAyuntamiento	marAyuntamiento	
15892	MISC	Madrid	Madrid	Madrid	
15894,15895,15896,15897	PER	Ana Roqué de Duprey	Ana Roqué de Duprey	Ana Roque de Duprey	Q4750492
15915,15916	MISC	Latin American	Latinoamérica	Latinoamérica	
15935,15936,15937	ORG	Ayuntamiento de Madrid	Ayuntamiento de Madrid	Ayuntamiento de Madrid	
15941,15942,15943,15944	ORG	HERALDO DE LA MUJER	Heraldo de la Mujer	Heraldo de la Mujer	
15948,15949	PER	MIGUEL GUERRA	Miguel Guerra	Miguel Guerra	
15955	PER	Miguel	Miguel Guerra	Miguel Guerra	
15973	PER	Jones	Jones	Jones	
16048,16049	MISC	Nacional american	National American	National American	
16070,16071	MISC	National american	National American	National American	
16083	PER	Froscher	Geralaine Mana Froscher	Geraldine Maud Froscher	
16094	PER	Shuler	Shuler	Shuler	
16101	ORG	National	National	National	
16131,16132	LOC	porto Rico	Puerto Rico	Puerto Rico	
16190	LOC	Rico	Puerto Rico	Puerto Rico	
16204	PER	Ponderter	Ponderter	Ponderter	
16225,16226	LOC	porto Rico	Puerto Rico	Puerto Rico	
16236,16237	LOC	PORTO RICO	Puerto Rico	Puerto Rico	
16246	LOC	FILIPIN	Filipinas	Filipinas	
16307,16308,16309	PER	Helen H. Gardener	Helen H. Gardener	Helen Hamilton Gardener	Q4169345
16312,16313,16314	ORG	UNITED STATES SENATE	Estados Unidos	Estados Unidos	
16385,16386	PER	Miles Poindexter	Miles Poindexter	Miles Poindexter	Q1934657
16421,16422	LOC	porto Rico	Puerto Rico	Puerto Rico	
16482	PER	Gardener	Gardener	Gardener	Q27898524
16493	ORG	Senate	Senate	Senate	
16519,16520	MISC	porto Rican	Puerto Rico	Puerto Rico	
16623	MISC	Legialature	Legialature	Legialature	
16647,16648	LOC	porto Rico	Puerto Rico	Puerto Rico	
16655,16656,16657	ORG	Ayuntamiento de Madrid	Ayuntamiento de Madrid	Ayuntamiento de Madrid	
16659,16660,16661,16662	ORG	HERALDO DE LA MUJER	Heraldo de la Mujer	Heraldo de la Mujer	
16679,16680	LOC	porto Rico	Puerto Rico	Puerto Rico	
16696,16697	PER	Miles Poindexter	Miles Poindexter	Miles Poindexter	Q1934657
16707	MISC	GAth	GAth	GAth	
16709	ORG	Congress	Congreso	Congreso	
16724	LOC	Rico	Puerto Rico	Puerto Rico	
16734	ORG	Senate	Senate	Senate	
16737	ORG	House	House	House	
16746	ORG	Congres	Congreso	Congreso	
16760	LOC	porto	porto	porto	
16762	LOC	Rico	Puerto Rico	Puerto Rico	
16782,16783	LOC	porto migo	porto migo	porto migo	
16870,16871	LOC	porto Rico	Puerto Rico	Puerto Rico	
16920	MISC	Roman	Roman	Roman	
17040	LOC	ameria	ameria	ameria	
17056	PER	Momo	Momo	Momo	
17065	MISC	European	Europa	Europa	
17083	PER	Raiser	Raiser	Raiser	
17093	LOC	america	América	América	
17124	MISC	German	Germán	Germán	
17199	MISC	american	América	América	
17218	LOC	NorthAmerica	NorthAmerica	NorthAmerica	
17223	LOC	america	América	América	
17235	LOC	us	us	us	
17268,17269,17270	ORG	Ayuntamiento de Madrid	Ayuntamiento de Madrid	Ayuntamiento de Madrid	
17277,17278	PER	DORA MAYER	DORA MAYER	Dora Mayer	
17285,17286	MISC	La Crítica	La Crítica	La Crítica	
17289	LOC	Lima	Lima	Lima	
17291	PER	Pera	Pera	Pera	
17342	LOC	america	América	América	
17615,17616	LOC	buenos aires	buenos aires	buenos aires	
17654	LOC	america	América	América	
17675,17676,17677	PER	M. s Carrie	M. s Carrie	s Carrie	
17702	PER	suler	suler	suler	
17729	PER	Cate	Cate	Cate	
17768	PER	Shuleras	Shuler	Shuler	
17844,17845	LOC	porto Res	Puerto Rico	Puerto Rico	
17870	PER	Shuler	Shuler	Shuler	
17896	PER	Jones	Jones	Jones	
17901,17902	LOC	porto Rico	Puerto Rico	Puerto Rico	
17907,17908	PER	Julie Siegrie	Julie Siegrie	Julie Siegfried	Q3189268
17924,17925	ORG	de Madrid	Madrid	Madrid	
17927,17928,17929,17930	ORG	HERALDO DE LA MUJER	Heraldo de la Mujer	Heraldo de la Mujer	
17974	LOC	Ponto	Ponto	Ponto	
17975	MISC	Rico	Puerto Rico	Puerto Rico	
17992,17993	MISC	Woman s	Woman s	Woman s	
17999,18000,18001,18002	MISC	HERALDO DE LA MUJER	Heraldo de la Mujer	Heraldo de la Mujer	
18006	PER	Siegried	Siegried	Julie Siegfried	Q3189268
18011	ORG	Nationa	National	National	
18075	MISC	Snffrage	Snffrage	Snffrage	
18132	LOC	paris	París	París	
18154	PER	Lenon	Lenon	Lenin	Q1394
18178,18179	MISC	Pan american	Panamérica	Panamérica	
18193	LOC	Montevideo	Montevideo	Montevideo	
18217	LOC	americas	América	América	
18230	LOC	america	América	América	
18249,18250	MISC	Pan american	Panamérica	Panamérica	
18251,18252,18253,18254	ORG	The Union Feminista Nacional	The Union Feminista Nacional	The Union Feminista Nacional	
18256	LOC	Argentina	Argentina	Argentina	
18260	MISC	pan	pan	pan	
18278	MISC	Noril	Noril	Noril	
18296	MISC	Wonas	Wonas	Wonas	
18303	MISC	Nationa	National	National	
18314	LOC	Europe	Europa	Europa	
18344,18345	PER	Hermilia Galindo	Hermilia Galindo	Hermila Galindo	Q5741532
18373,18374	MISC	Latin american	Latinoamérica	Latinoamérica	
18377	PER	Alane	Alane	Alane	
18381	PER	Luisa	Luisa	Luisa	
18382	PER	Amelia	Amelia	Amelia	
18384,18385	PER	María Angelina	María Angelina de Hostos	María Angelina de Hostos	
18389	LOC	Hostos	Hostos	Hostos	
18391,18392	LOC	santo Domingo	Santo Domingo	Santo Domingo	
18409	MISC	Latin	Latín	Latín	
18419	PER	Sanclidian	Sanclidian	Sanclidian	
18421	PER	Cagnas	Cagnas	Cagnas	
18427	misc	O.	O .	O.	
18428,18429	LOC	de Hernander	de Hernander	de Hernander	
18436	PER	Fernanden	Fernández Juncos	Manuel Fernández Juncos	Q344554
18438,18439	LOC	San Juan	San Juan	San Juan	
18445	PER	Juana	Juana	Juana	
18456	PER	Alvina	Alvina	Alvina	
18486,18487	PER	Romala Kimara	Romala Kimara	Romala Kimara	
18528	PER	Hermila	Hermila	Hermila Galindo	Q5741532
18531	LOC	Mesico	Mesico	Mesico	
18559	MISC	Revista	Revista	Revista	
18628	LOC	Canada	Canadá	Canadá	
18636,18637	PER	Greta Winslow	Greta Winslow	Greta Winslow	
18646,18647	LOC	porto Rico	Puerto Rico	Puerto Rico	
18667,18668	MISC	Latin american	Latinoamérica	Latinoamérica	
18682,18683,18684	ORG	Ayuntamiento de Madrid	Ayuntamiento de Madrid	Ayuntamiento de Madrid	
18688,18689,18690,18691	ORG	HERALDO DE LA MUJER.	Heraldo de la Mujer	Heraldo de la Mujer	
18693,18694	LOC	porto Rico	Puerto Rico	Puerto Rico	
18701,18702	MISC	Latino americana	Latinoamérica	Latinoamérica	
18723,18724	LOC	porto Rico	Puerto Rico	Puerto Rico	
18809	ORG	Alianza	Alianza	Alianza	
18811,18812,18813,18814	ORG	HERALDO DE LA MUJER	Heraldo de la Mujer	Heraldo de la Mujer	
18823	LOC	Canada	Canadá	Canadá	
18836,18837,18838,18839	ORG	HERALDO DE LA MUJER.	Heraldo de la Mujer	Heraldo de la Mujer	
18844	LOC	porto	porto	porto	
18877	LOC	america	América	América	
18879	LOC	EuropeBy	Europa	Europa	
18880,18881	PER	Anne Hagan	Anne Hagan	Anne Hagan	
18883	PER	RABUSHRA	RABUSHRA	Rabushra	
18892,18893	PER	Catherine Breshosay	Catherine Breshosay	Catherine Breshosay	
19063	PER	anuel	anuel	anuel	
19149	PER	hossian	hossian	hossian	
19326	ORG	ft	ft	ft	
19359	MISC	Ascencion	Ascencion	Ascencion	
19371,19372	ORG	de Madrid	Madrid	Madrid	
19374,19375,19376,19377	MISC	FERALDO DE LA MUJER.	Heraldo de la Mujer	Heraldo de la Mujer	
19387	MISC	Socialista	Socialista	Socialista	
19416	ORG	unien	unien	unien	
19417	LOC	states	states	states	
19441	MISC	Cariota	Cariota	Cariota	
19452	MISC	CertamenEscolar	Certamen	Certamen	
19697	MISC	american	América	América	
19707	LOC	sudent	sudent	sudent	
19988	MISC	ingumEducation	ingumEducation	ingumEducation	
20059	MISC	Crs.	Crs.	Crs.	
20074	MISC	Nor	Nor	Nor	
20114,20115,20116	ORG	soAyuntamiento de Madrid	Ayuntamiento de Madrid	Ayuntamiento de Madrid	
20400	PER	lenin	lenin	Lenin	Q1394
20450	ORG	ue	ue	ue	
20501,20502,20503,20504,20505	ORG	HERALDO DE LA MU .	Heraldo de la Mujer	Heraldo de la Mujer	
20507	ORG	TER	TER	Ter	
20515,20516	PER	Cariota Mendez	Carlota Méndez	Carlota Méndez	
20545,20546,20547,20548	MISC	esenHERALDO DE LA MUJER	Heraldo de la Mujer	Heraldo de la Mujer	
20598	PER	Wilson	Wilson	Woodrow Wilson	Q34296
20614	LOC	Berín	Berín	Berín	
20630	LOC	prancia	Francia	Francia	
